301,199,2
301,215,69
301,216,26
301,218,2
301,262,3
301,263,2
301,264,6
301,265,5
302,102,1
302,215,20
302,216,13
302,264,2
302,265,4
303,101,1
303,168,1
303,215,1
303,216,12
303,218,1
303,281,1
303,302,15
304,112,1
304,202,1
304,215,9
304,216,9
304,217,1
304,281,9
304,282,9
304,284,1
304,301,1
304,302,20
304,303,17
305,213,1
306,213,14
306,214,6
306,305,2
307,214,7
307,268,5
307,296,1
307,306,10
308,213,3
308,214,5
308,269,1
308,306,1
308,307,1
309,193,1
309,213,3
309,214,3
309,270,9
309,272,7
309,303,3
309,304,1
309,308,1
310,199,1
310,213,3
310,214,4
310,215,15
310,216,5
310,217,4
310,218,1
310,266,1
310,283,4
310,302,7
310,303,20
310,304,2
311,214,3
311,270,2
311,272,16
311,302,17
311,303,1
311,304,5
311,309,1
311,310,1
312,98,2
312,172,1
312,194,1
312,200,1
312,213,10
312,214,9
312,215,38
312,216,2
312,261,3
312,270,3
312,272,3
312,274,2
312,301,3
312,302,22
312,304,4
312,309,5
312,311,12
313,92,1
313,107,7
313,166,2
313,213,13
313,214,10
313,215,16
313,216,39
313,217,1
313,218,1
313,262,4
313,263,2
313,264,2
313,271,7
313,300,3
313,301,13
313,302,4
313,303,1
313,304,6
313,311,1
313,312,17
314,92,1
314,101,4
314,106,1
314,107,4
314,196,1
314,197,1
314,213,6
314,214,4
314,215,10
314,216,7
314,217,1
314,271,1
314,272,6
314,273,1
314,302,1
314,303,2
314,304,1
314,310,5
314,313,2
315,101,1
315,106,4
315,193,1
315,213,6
315,214,4
315,215,4
315,218,2
315,273,3
315,274,1
315,310,1
315,311,3
315,313,1
315,314,26
317,287,3
317,294,1
317,316,4
317,317,3
318,287,4
318,288,1
318,295,1
318,317,7
319,288,2
319,318,6
320,288,1
320,289,1
320,319,1
321,289,2
321,320,10
322,289,1
322,290,1
322,321,15
323,214,8
323,290,21
323,302,21
323,311,7
323,322,6
324,96,1
324,103,1
324,107,5
324,159,1
324,171,58
324,196,2
324,291,20
324,302,21
324,303,1
324,310,1
324,311,1
324,312,10
324,323,6
325,171,8
325,197,1
325,214,1
325,291,3
325,303,1
325,304,3
325,312,1
325,313,1
325,324,15
326,171,1
326,175,2
326,325,8
327,176,1
327,292,1
327,326,18
328,101,3
328,159,1
328,171,16
328,172,2
328,177,2
328,267,4
328,285,1
328,286,1
328,315,1
328,327,3
330,329,15
331,329,15
331,330,15
332,331,15
333,332,15
334,333,15
335,334,15
337,336,15
338,336,15
338,337,15
339,338,15
340,339,15
341,340,15
342,341,15
344,343,15
345,343,15
345,344,15
346,345,15
347,346,15
348,347,15
349,348,15
351,350,15
352,350,15
352,351,15
353,352,15
354,353,15
355,354,15
356,355,15
357,335,15
358,317,1
358,357,15
359,358,15
360,359,15
361,360,15
362,361,15
363,362,15
364,363,15
365,364,15
366,365,15
367,366,15
368,367,15
369,368,15
370,369,15
371,370,10
371,371,3
372,328,2
372,370,4
372,371,10
373,372,26
374,287,2
374,342,15
375,374,15
376,375,15
377,376,15
378,377,15
379,378,15
380,379,15
381,380,15
382,381,15
383,382,15
384,383,15
385,384,15
386,385,15
387,370,5
387,386,15
388,370,5
388,371,5
388,387,10
389,371,5
389,372,5
389,373,3
389,388,10
390,372,5
390,373,21
390,389,10
391,349,15
392,391,15
393,392,15
394,393,15
395,394,15
396,395,15
397,396,15
398,397,15
399,398,15
400,324,1
400,399,15
400,400,4
401,400,9
402,291,1
402,400,1
402,401,10
403,291,5
403,292,2
403,402,10
404,403,10
404,404,2
405,327,1
405,371,1
405,404,10
406,405,19
407,356,15
407,392,2
408,407,15
409,408,15
410,409,15
411,410,15
412,411,15
413,412,15
414,413,15
415,414,15
416,415,15
417,400,5
417,401,5
417,402,5
417,416,15
417,417,1
418,291,1
418,324,1
418,325,1
418,400,10
418,401,5
418,402,24
418,403,5
418,417,10
418,418,14
419,291,1
419,400,39
419,402,5
419,403,5
419,404,5
419,417,1
419,418,10
420,292,1
420,403,5
420,404,5
420,405,7
420,406,5
420,418,1
420,419,10
420,420,8
421,404,5
421,405,5
421,406,5
421,420,10
422,328,3
422,405,5
422,406,5
422,421,10
423,406,5
423,422,23
427,140,1
429,227,12
432,122,1
434,102,100
434,157,400
435,103,100
435,157,400
436,157,100
436,434,200
436,435,200
438,335,153
438,342,123
438,347,98
438,349,68
438,354,30
438,356,133
438,357,244
438,358,4
438,374,174
438,391,19
438,407,87
438,437,118
439,92,5
439,101,2
439,102,400
439,103,400
439,106,1
439,158,1
439,172,33
439,175,1
439,176,1
439,177,3
439,193,50
439,194,71
439,197,1
439,199,6
439,200,2
439,215,10
439,216,3
439,217,7
439,218,7
439,261,3
439,262,16
439,263,16
439,264,8
439,265,1
439,271,1
439,281,2
439,282,4
439,290,3
439,300,1
439,301,11
439,302,18
439,309,1
439,312,2
439,313,15
439,425,20
439,434,140
439,435,140
440,404,2
440,405,3
442,373,2
442,390,6
443,404,4
443,440,4
444,83,1
444,120,3
445,84,3
445,121,1
445,131,3
446,122,1
446,147,10
446,181,4
447,127,2
447,133,1
447,182,6
447,187,1
447,215,11
447,427,3
448,446,1
450,97,1
450,107,1
450,284,1
452,450,1
453,167,6
453,177,3
453,266,3
453,286,2
454,97,1
454,113,1
454,292,1
454,450,11
454,452,2
455,159,2
455,451,7
455,453,3
456,97,2
456,112,11
456,454,1
457,113,7
457,439,1
457,455,6
458,215,2
458,372,1
460,452,9
460,460,4
461,167,1
461,266,1
461,453,2
461,455,2
461,457,1
461,460,13
462,450,2
462,452,5
462,454,14
462,462,2
463,455,10
463,457,2
463,462,7
464,456,4
464,458,2
465,285,2
465,457,14
465,463,2
467,216,1
467,327,1
468,454,6
469,108,3
469,193,13
469,286,1
469,455,3
469,467,4
470,285,3
470,462,2
471,285,12
471,463,6
472,466,1
473,103,2
473,453,4
473,459,6
474,286,3
474,372,1
474,464,1
474,470,2
475,286,3
475,462,1
475,467,1
475,473,3
475,474,8
475,475,1
476,108,1
476,175,1
476,286,2
476,372,1
476,462,2
476,463,4
476,469,1
476,474,5
476,475,13
477,167,2
477,176,3
477,453,1
477,464,2
477,475,2
477,476,4
478,112,5
478,456,5
478,457,1
479,113,4
479,167,1
479,478,31
480,92,1
480,464,5
480,479,2
480,481,3
481,456,10
481,480,3
482,173,3
482,464,2
482,466,2
483,467,5
483,475,1
484,109,4
484,286,3
484,475,10
485,474,7
485,475,6
485,476,3
485,483,1
485,484,10
486,456,1
486,464,4
487,176,1
487,456,1
487,486,5
488,112,2
488,113,6
488,159,2
488,177,6
488,286,7
488,467,4
488,478,4
488,479,14
488,482,12
488,483,6
489,112,1
489,178,11
489,194,6
489,488,14
490,109,1
490,159,1
490,177,2
490,488,31
491,286,2
491,488,43
491,490,3
492,177,2
492,371,2
492,456,3
492,488,47
492,489,24
493,457,2
493,488,2
493,489,19
493,492,3
494,489,3
494,492,8
495,457,3
495,487,1
495,489,5
495,493,6
495,494,80
496,489,6
496,490,5
496,494,10
497,489,2
497,491,2
497,494,1
497,495,9
498,175,1
498,195,2
498,292,7
498,492,6
498,496,9
499,493,14
499,495,1
499,498,30
500,92,1
500,171,4
500,172,3
500,175,3
500,178,1
500,195,4
500,198,29
500,291,1
500,325,1
500,464,2
500,478,24
500,496,3
500,497,4
500,498,3
500,499,1
501,92,1
501,113,1
501,171,1
501,172,2
501,195,2
501,198,1
501,291,2
501,292,5
501,325,1
501,326,3
501,478,3
501,479,7
501,494,1
501,497,2
501,498,2
501,499,4
501,500,42
501,501,2
501,502,1
502,108,2
502,169,1
502,175,1
502,325,1
502,327,1
502,328,1
502,452,1
502,460,18
502,461,1
502,474,5
502,475,19
502,476,20
502,477,2
502,482,8
502,491,7
502,493,1
502,498,1
502,500,1
502,501,1
503,92,59
503,167,1
503,171,3
503,175,4
503,177,5
503,194,1
503,196,4
503,197,4
503,213,5
503,214,6
503,215,5
503,216,19
503,290,7
503,291,4
503,292,2
503,304,1
503,312,3
503,439,1
503,479,1
503,489,1
503,490,1
503,491,2
503,493,4
504,110,1
504,111,2
504,169,1
504,171,4
504,175,8
504,176,1
504,195,2
504,314,1
504,456,3
504,489,1
504,500,2
504,503,5
505,102,2
505,171,4
505,177,3
505,195,3
505,286,6
505,289,1
505,290,2
505,291,25
505,292,2
505,302,9
505,310,5
505,323,24
505,324,11
505,325,4
505,488,55
505,494,6
505,499,1
505,500,1
505,501,1
505,505,5
506,171,1
506,177,5
506,195,3
506,201,2
506,267,3
506,497,4
506,500,2
507,159,3
507,177,3
507,178,7
507,195,10
507,290,2
507,323,1
507,488,1
507,489,8
507,496,32
507,504,12
507,506,3
507,507,1
508,372,4
508,390,1
509,390,8
510,372,1
510,390,12
510,502,6
510,505,8
511,111,1
511,169,1
511,170,1
511,175,1
511,176,11
511,177,9
511,197,2
511,201,1
511,285,1
511,286,10
511,291,5
511,323,2
511,454,3
511,455,15
511,456,1
511,460,4
511,471,2
511,475,2
511,476,1
511,497,9
511,505,2
511,506,2
512,59,8
512,109,3
512,111,7
512,176,8
512,177,1
512,196,16
512,197,16
512,201,2
512,214,1
512,263,1
512,286,20
512,302,2
512,315,2
512,439,18
512,453,2
512,454,13
512,455,15
512,470,4
512,471,5
512,472,2
512,474,2
512,497,14
512,503,3
512,505,3
512,511,52
513,76,3
513,169,1
513,176,3
513,177,6
513,178,2
513,195,4
513,196,3
513,197,9
513,201,1
513,208,1
513,285,1
513,286,1
513,292,4
513,325,1
513,454,17
513,455,2
513,496,7
513,503,21
513,504,13
513,511,15
513,512,22
514,101,3
514,176,2
514,193,3
514,274,17
514,286,34
514,315,1
514,459,1
514,466,11
514,467,62
514,469,1
514,475,6
514,477,1
514,512,3
515,475,1
515,476,1
515,484,6
515,488,1
517,512,1
517,513,1
518,178,2
518,196,1
518,197,1
518,201,7
518,290,1
519,194,2
519,462,20
519,463,24
519,502,75
520,158,6
520,159,7
520,172,28
520,194,3
520,197,2
520,215,1
520,290,13
520,291,3
520,312,2
520,439,2
520,492,1
520,494,20
520,495,3
520,497,4
520,500,13
520,501,11
520,503,11
520,505,45
520,512,1
520,520,7
521,96,3
521,158,5
521,159,7
521,172,11
521,193,2
521,194,1
521,195,5
521,313,5
521,439,2
521,442,5
521,488,12
521,492,1
521,495,2
521,497,4
521,499,1
521,500,1
521,501,7
521,505,14
521,507,2
521,520,173
522,177,3
522,197,3
522,291,1
522,488,6
522,500,2
522,501,2
522,520,1
523,194,3
523,196,1
523,291,9
523,325,1
523,439,6
523,512,2
524,172,7
524,284,3
524,326,2
524,511,1
524,523,3
525,178,1
525,195,2
525,286,2
525,461,4
525,488,2
525,489,4
525,505,3
525,507,1
525,513,1
525,520,7
526,499,1
526,521,3
526,525,30
527,195,1
527,461,5
527,520,4
527,521,4
527,525,5
527,526,13
528,170,1
528,195,1
528,196,1
528,290,3
528,291,9
528,457,3
528,495,2
528,507,1
528,511,6
528,512,3
528,513,2
528,520,13
528,521,1
528,525,5
528,526,6
528,527,19
529,159,1
529,171,1
529,177,5
529,195,1
529,196,1
529,216,2
529,290,2
529,323,1
529,495,1
529,505,1
529,507,1
529,511,2
529,512,1
529,513,6
529,520,22
529,528,12
530,195,1
530,489,4
530,495,2
530,498,1
530,506,1
530,511,1
530,513,1
530,520,2
530,521,1
530,525,3
530,528,3
530,529,33
531,175,1
531,283,2
531,285,17
531,292,1
531,454,2
531,460,1
531,462,1
531,471,3
531,474,1
531,475,19
531,476,17
531,501,1
531,502,7
531,513,2
531,522,5
532,285,4
532,474,13
532,475,10
532,476,1
532,501,1
532,522,1
532,524,2
533,194,2
533,286,1
533,292,1
533,454,6
533,455,2
533,470,18
533,471,51
533,476,8
533,492,1
533,493,2
533,498,3
533,502,3
533,524,3
533,533,3
534,403,11
535,403,11
535,534,4
536,403,2
536,535,4
537,404,1
537,405,8
537,443,11
537,536,4
537,537,1
538,443,16
538,537,4
539,406,4
539,440,1
539,443,5
539,538,12
540,539,3
541,420,3
542,403,1
542,420,4
542,541,2
543,420,10
543,542,3
544,421,1
544,422,3
544,443,1
544,543,4
545,441,1
545,544,4
546,422,3
546,423,1
546,443,25
546,545,4
547,423,3
547,441,3
547,443,3
547,546,17
548,423,3
548,547,4
549,540,24
550,423,1
550,514,1
550,548,1
550,550,3
553,442,4
554,442,21
554,550,2
555,490,2
555,540,1
555,549,4
555,551,4
556,548,6
556,550,6
556,552,14
557,372,14
557,405,2
557,406,71
558,423,64
558,548,3
559,405,11
559,406,35
559,536,4
559,537,2
559,538,20
559,539,5
559,559,6
560,403,1
560,405,9
560,420,1
560,422,17
560,423,23
560,461,5
560,543,13
560,544,7
560,546,23
560,559,20
560,560,2
561,539,10
561,559,1
562,547,10
562,560,4
563,404,14
563,405,6
563,537,1
563,557,6
563,563,1
564,421,20
564,422,5
564,558,8
565,442,28
565,490,1
565,492,1
565,498,2
566,442,19
566,554,4
567,442,28
567,443,5
567,557,3
567,561,5
567,565,63
568,443,7
568,562,5
568,566,2
569,371,8
569,372,13
569,569,2
570,389,6
571,371,2
571,372,2
571,569,12
572,388,6
572,389,9
572,570,7
574,439,3
575,439,5
575,453,1
576,439,1
576,454,27
576,462,2
577,455,19
577,575,5
578,576,4
579,439,1
579,465,1
579,577,1
580,439,1
581,439,3
581,578,8
581,580,7
582,439,4
583,439,10
